order_item_id,order_id,order_date,customer_id,product_id,category,subcategory,quantity,unit_price,line_subtotal,item_discount_amount,line_total,unit_cost,line_cogs,line_gross_profit
OI5494,O502933,2025-04-18,C101129,P1060,Beauty,Skincare,1,32.69,32.69,0.0,32.69,15.31,15.31,17.38
OI5495,O502934,2024-01-05,C101130,P1053,Fashion,Activewear,1,113.52,113.52,0.0,113.52,59.06,59.06,54.46
OI5496,O502934,2024-01-05,C101130,P1013,Electronics,Wearables,1,102.46,102.46,5.12,97.34,53.71,53.71,43.63
OI5497,O502934,2024-01-05,C101130,P1070,Beauty,Haircare,1,41.96,41.96,0.0,41.96,17.71,17.71,24.25
OI5498,O502934,2024-01-05,C101130,P1072,Sports,Outdoor,1,148.19,148.19,0.0,148.19,98.34,98.34,49.85
OI5499,O502935,2024-06-18,C101130,P1006,Electronics,Computer Accessories,1,22.67,22.67,1.13,21.54,14.37,14.37,7.17
OI5500,O502935,2024-06-18,C101130,P1061,Beauty,Haircare,1,61.38,61.38,3.07,58.31,31.69,31.69,26.62
OI5501,O502936,2024-10-11,C101130,P1054,Fashion,Activewear,3,34.55,103.65,10.37,93.28,21.8,65.4,27.88
OI5502,O502936,2024-10-11,C101130,P1034,Home,Bedding,1,94.88,94.88,9.49,85.39,51.23,51.23,34.16
OI5503,O502937,2024-12-25,C101130,P1051,Fashion,Activewear,1,31.68,31.68,3.17,28.51,13.97,13.97,14.54
OI5504,O502938,2025-03-12,C101130,P1083,Sports,Outdoor,2,81.3,162.6,0.0,162.6,59.28,118.56,44.04
OI5505,O502939,2025-04-11,C101130,P1076,Sports,Recovery,2,83.77,167.54,0.0,167.54,60.96,121.92,45.62
OI5506,O502940,2024-08-15,C101131,P1038,Fashion,Footwear,1,82.57,82.57,0.0,82.57,52.04,52.04,30.53
OI5507,O502940,2024-08-15,C101131,P1005,Electronics,Audio,1,143.21,143.21,0.0,143.21,92.22,92.22,50.99
OI5508,O502941,2024-12-27,C101131,P1012,Electronics,Mobile Accessories,3,88.76,266.28,0.0,266.28,61.31,183.93,82.35
OI5509,O502941,2024-12-27,C101131,P1037,Fashion,Outerwear,1,142.36,142.36,0.0,142.36,69.53,69.53,72.83
OI5510,O502942,2025-04-30,C101132,P1006,Electronics,Computer Accessories,1,22.41,22.41,2.69,19.72,14.37,14.37,5.35
OI5511,O502943,2025-06-23,C101132,P1026,Home,Decor,2,136.24,272.48,32.7,239.78,76.77,153.54,86.24
OI5512,O502943,2025-06-23,C101132,P1030,Home,Decor,1,21.01,21.01,2.52,18.49,12.23,12.23,6.26
OI5513,O502943,2025-06-23,C101132,P1051,Fashion,Activewear,1,31.58,31.58,3.79,27.79,13.97,13.97,13.82
OI5514,O502944,2024-12-15,C101133,P1029,Home,Decor,1,131.17,131.17,10.49,120.68,80.99,80.99,39.69
OI5515,O502945,2025-05-29,C101135,P1060,Beauty,Skincare,1,32.38,32.38,0.0,32.38,15.31,15.31,17.07
OI5516,O502946,2025-03-23,C101136,P1021,Home,Decor,1,34.96,34.96,3.5,31.46,21.95,21.95,9.51
OI5517,O502947,2024-05-29,C101137,P1002,Electronics,Audio,1,75.39,75.39,3.77,71.62,57.07,57.07,14.55
OI5518,O502947,2024-05-29,C101137,P1013,Electronics,Wearables,2,96.17,192.34,9.62,182.72,53.71,107.42,75.3
OI5519,O502947,2024-05-29,C101137,P1061,Beauty,Haircare,1,60.01,60.01,4.8,55.21,31.69,31.69,23.52
OI5520,O502948,2024-08-05,C101137,P1075,Sports,Hydration,1,23.99,23.99,2.4,21.59,12.82,12.82,8.77
OI5521,O502948,2024-08-05,C101137,P1067,Beauty,Skincare,3,68.92,206.76,20.68,186.08,20.63,61.89,124.19
OI5522,O502948,2024-08-05,C101137,P1007,Electronics,Wearables,1,61.66,61.66,6.17,55.49,41.12,41.12,14.37
OI5523,O502949,2025-03-03,C101138,P1080,Sports,Recovery,1,28.8,28.8,1.44,27.36,18.03,18.03,9.33
OI5524,O502949,2025-03-03,C101138,P1065,Beauty,Tools,1,34.42,34.42,3.44,30.98,21.18,21.18,9.8
OI5525,O502950,2024-02-04,C101139,P1034,Home,Bedding,2,95.04,190.08,0.0,190.08,51.23,102.46,87.62
OI5526,O502950,2024-02-04,C101139,P1001,Electronics,Mobile Accessories,1,32.21,32.21,0.0,32.21,19.28,19.28,12.93
OI5527,O502950,2024-02-04,C101139,P1006,Electronics,Computer Accessories,1,21.23,21.23,2.12,19.11,14.37,14.37,4.74
OI5528,O502951,2024-11-12,C101139,P1084,Sports,Outdoor,1,42.03,42.03,0.0,42.03,19.16,19.16,22.87
OI5529,O502951,2024-11-12,C101139,P1004,Electronics,Audio,1,88.86,88.86,0.0,88.86,72.43,72.43,16.43
OI5530,O502952,2025-03-03,C101139,P1030,Home,Decor,2,20.67,41.34,4.13,37.21,12.23,24.46,12.75
OI5531,O502952,2025-03-03,C101139,P1037,Fashion,Outerwear,1,136.32,136.32,13.63,122.69,69.53,69.53,53.16
OI5532,O502953,2025-05-15,C101139,P1037,Fashion,Outerwear,1,136.76,136.76,13.68,123.08,69.53,69.53,53.55
OI5533,O502954,2024-01-20,C101140,P1074,Sports,Recovery,2,20.88,41.76,4.18,37.58,15.27,30.54,7.04
OI5534,O502954,2024-01-20,C101140,P1022,Home,Kitchen,1,165.13,165.13,16.51,148.62,111.74,111.74,36.88
OI5535,O502955,2024-03-12,C101140,P1074,Sports,Recovery,1,20.74,20.74,0.0,20.74,15.27,15.27,5.47
OI5536,O502956,2024-03-30,C101140,P1061,Beauty,Haircare,2,58.29,116.58,5.83,110.75,31.69,63.38,47.37
OI5537,O502956,2024-03-30,C101140,P1019,Home,Bedding,2,115.81,231.62,11.58,220.04,66.45,132.9,87.14
OI5538,O502957,2024-11-09,C101140,P1003,Electronics,Wearables,1,32.38,32.38,3.24,29.14,23.12,23.12,6.02
OI5539,O502957,2024-11-09,C101140,P1054,Fashion,Activewear,2,35.47,70.94,7.09,63.85,21.8,43.6,20.25
OI5540,O502957,2024-11-09,C101140,P1047,Fashion,Outerwear,1,37.78,37.78,3.78,34.0,18.33,18.33,15.67
OI5541,O502958,2024-12-14,C101141,P1019,Home,Bedding,1,113.99,113.99,9.12,104.87,66.45,66.45,38.42
OI5542,O502958,2024-12-14,C101141,P1059,Beauty,Fragrance,1,59.34,59.34,4.75,54.59,32.04,32.04,22.55
OI5543,O502958,2024-12-14,C101141,P1001,Electronics,Mobile Accessories,1,31.79,31.79,3.18,28.61,19.28,19.28,9.33
OI5544,O502959,2025-06-03,C101141,P1067,Beauty,Skincare,1,66.44,66.44,5.32,61.12,20.63,20.63,40.49
OI5545,O502959,2025-06-03,C101141,P1066,Beauty,Skincare,1,60.4,60.4,6.04,54.36,23.03,23.03,31.33
OI5546,O502959,2025-06-03,C101141,P1013,Electronics,Wearables,2,99.17,198.34,15.87,182.47,53.71,107.42,75.05
OI5547,O502960,2025-06-18,C101141,P1040,Fashion,Activewear,1,60.35,60.35,3.02,57.33,38.98,38.98,18.35
OI5548,O502960,2025-06-18,C101141,P1012,Electronics,Mobile Accessories,3,87.47,262.41,20.99,241.42,61.31,183.93,57.49
OI5549,O502960,2025-06-18,C101141,P1086,Sports,Yoga,1,82.78,82.78,6.62,76.16,46.36,46.36,29.8
OI5550,O502961,2024-01-02,C101142,P1056,Beauty,Tools,1,23.84,23.84,2.38,21.46,12.28,12.28,9.18
OI5551,O502961,2024-01-02,C101142,P1012,Electronics,Mobile Accessories,3,87.57,262.71,26.27,236.44,61.31,183.93,52.51
OI5552,O502962,2024-01-11,C101142,P1081,Sports,Hydration,1,89.22,89.22,0.0,89.22,43.31,43.31,45.91
OI5553,O502962,2024-01-11,C101142,P1048,Fashion,Activewear,2,83.28,166.56,0.0,166.56,38.33,76.66,89.9
OI5554,O502963,2024-04-05,C101142,P1051,Fashion,Activewear,1,31.39,31.39,2.51,28.88,13.97,13.97,14.91
OI5555,O502964,2024-04-18,C101142,P1080,Sports,Recovery,1,27.02,27.02,1.35,25.67,18.03,18.03,7.64
OI5556,O502964,2024-04-18,C101142,P1075,Sports,Hydration,1,23.3,23.3,2.33,20.97,12.82,12.82,8.15
OI5557,O502965,2025-06-10,C101142,P1051,Fashion,Activewear,3,30.96,92.88,7.43,85.45,13.97,41.91,43.54
OI5558,O502965,2025-06-10,C101142,P1009,Electronics,Wearables,1,134.78,134.78,13.48,121.3,75.62,75.62,45.68
OI5559,O502966,2025-01-05,C101143,P1060,Beauty,Skincare,1,33.58,33.58,0.0,33.58,15.31,15.31,18.27
OI5560,O502967,2025-06-20,C101144,P1074,Sports,Recovery,2,20.94,41.88,0.0,41.88,15.27,30.54,11.34
OI5561,O502968,2025-06-28,C101144,P1082,Sports,Outdoor,1,21.34,21.34,0.0,21.34,13.3,13.3,8.04
OI5562,O502969,2024-06-27,C101145,P1016,Electronics,Mobile Accessories,1,156.61,156.61,0.0,156.61,103.82,103.82,52.79
OI5563,O502969,2024-06-27,C101145,P1082,Sports,Outdoor,1,22.1,22.1,2.21,19.89,13.3,13.3,6.59
OI5564,O502970,2025-03-29,C101145,P1003,Electronics,Wearables,1,32.47,32.47,0.0,32.47,23.12,23.12,9.35
OI5565,O502970,2025-03-29,C101145,P1028,Home,Storage,1,82.25,82.25,0.0,82.25,46.79,46.79,35.46
OI5566,O502971,2025-05-21,C101147,P1001,Electronics,Mobile Accessories,1,32.22,32.22,3.22,29.0,19.28,19.28,9.72
OI5567,O502971,2025-05-21,C101147,P1004,Electronics,Audio,1,90.8,90.8,9.08,81.72,72.43,72.43,9.29
OI5568,O502972,2024-11-28,C101148,P1033,Home,Bedding,2,101.44,202.88,16.23,186.65,73.21,146.42,40.23
OI5569,O502972,2024-11-28,C101148,P1052,Fashion,Outerwear,1,113.76,113.76,9.1,104.66,45.5,45.5,59.16
OI5570,O502972,2024-11-28,C101148,P1043,Fashion,Activewear,2,135.76,271.52,21.72,249.8,54.23,108.46,141.34
OI5571,O502973,2025-02-14,C101148,P1051,Fashion,Activewear,1,33.05,33.05,3.97,29.08,13.97,13.97,15.11
OI5572,O502973,2025-02-14,C101148,P1026,Home,Decor,1,145.71,145.71,17.49,128.22,76.77,76.77,51.45
OI5573,O502974,2024-01-15,C101149,P1014,Electronics,Computer Accessories,1,96.38,96.38,0.0,96.38,69.13,69.13,27.25
OI5574,O502974,2024-01-15,C101149,P1049,Fashion,Footwear,2,39.17,78.34,3.92,74.42,22.36,44.72,29.7
OI5575,O502974,2024-01-15,C101149,P1046,Fashion,Outerwear,1,44.2,44.2,0.0,44.2,24.22,24.22,19.98
OI5576,O502975,2024-01-21,C101149,P1067,Beauty,Skincare,1,66.98,66.98,5.36,61.62,20.63,20.63,40.99
OI5577,O502975,2024-01-21,C101149,P1081,Sports,Hydration,1,91.18,91.18,4.56,86.62,43.31,43.31,43.31
OI5578,O502975,2024-01-21,C101149,P1052,Fashion,Outerwear,1,115.77,115.77,5.79,109.98,45.5,45.5,64.48
OI5579,O502976,2024-10-14,C101149,P1033,Home,Bedding,1,100.42,100.42,0.0,100.42,73.21,73.21,27.21
OI5580,O502976,2024-10-14,C101149,P1034,Home,Bedding,1,101.13,101.13,0.0,101.13,51.23,51.23,49.9
OI5581,O502977,2024-10-28,C101149,P1010,Electronics,Audio,1,161.63,161.63,12.93,148.7,121.01,121.01,27.69
OI5582,O502978,2025-01-10,C101149,P1002,Electronics,Audio,1,77.85,77.85,7.79,70.06,57.07,57.07,12.99
OI5583,O502979,2025-05-25,C101149,P1054,Fashion,Activewear,2,35.58,71.16,7.12,64.04,21.8,43.6,20.44
OI5584,O502979,2025-05-25,C101149,P1081,Sports,Hydration,1,90.32,90.32,7.23,83.09,43.31,43.31,39.78
OI5585,O502980,2024-12-21,C101151,P1050,Fashion,Basics,1,42.44,42.44,2.12,40.32,22.11,22.11,18.21
OI5586,O502980,2024-12-21,C101151,P1072,Sports,Outdoor,1,148.73,148.73,14.87,133.86,98.34,98.34,35.52
OI5587,O502980,2024-12-21,C101151,P1004,Electronics,Audio,1,88.59,88.59,7.09,81.5,72.43,72.43,9.07
OI5588,O502981,2025-02-26,C101151,P1012,Electronics,Mobile Accessories,1,92.6,92.6,7.41,85.19,61.31,61.31,23.88
OI5589,O502981,2025-02-26,C101151,P1053,Fashion,Activewear,2,106.2,212.4,21.24,191.16,59.06,118.12,73.04
OI5590,O502981,2025-02-26,C101151,P1023,Home,Decor,1,144.77,144.77,11.58,133.19,84.41,84.41,48.78
OI5591,O502982,2025-05-10,C101151,P1069,Beauty,Tools,1,84.73,84.73,0.0,84.73,33.05,33.05,51.68
OI5592,O502982,2025-05-10,C101151,P1051,Fashion,Activewear,1,32.7,32.7,0.0,32.7,13.97,13.97,18.73
OI5593,O502983,2025-02-04,C101152,P1051,Fashion,Activewear,2,32.47,64.94,6.49,58.45,13.97,27.94,30.51
OI5594,O502984,2024-03-05,C101153,P1019,Home,Bedding,1,121.79,121.79,0.0,121.79,66.45,66.45,55.34
OI5595,O502985,2024-03-19,C101153,P1060,Beauty,Skincare,1,34.6,34.6,2.77,31.83,15.31,15.31,16.52
OI5596,O502985,2024-03-19,C101153,P1019,Home,Bedding,2,119.36,238.72,23.87,214.85,66.45,132.9,81.95
OI5597,O502986,2025-06-11,C101153,P1078,Sports,Outdoor,1,142.39,142.39,0.0,142.39,75.39,75.39,67.0
OI5598,O502986,2025-06-11,C101153,P1051,Fashion,Activewear,1,31.46,31.46,3.15,28.31,13.97,13.97,14.34
OI5599,O502987,2024-01-14,C101154,P1054,Fashion,Activewear,1,34.59,34.59,2.77,31.82,21.8,21.8,10.02
OI5600,O502987,2024-01-14,C101154,P1085,Sports,Recovery,1,21.65,21.65,2.16,19.49,10.36,10.36,9.13
OI5601,O502987,2024-01-14,C101154,P1045,Fashion,Outerwear,1,127.05,127.05,12.7,114.35,68.88,68.88,45.47
OI5602,O502988,2024-05-15,C101154,P1006,Electronics,Computer Accessories,1,21.95,21.95,0.0,21.95,14.37,14.37,7.58
OI5603,O502988,2024-05-15,C101154,P1004,Electronics,Audio,1,87.77,87.77,0.0,87.77,72.43,72.43,15.34
OI5604,O502988,2024-05-15,C101154,P1076,Sports,Recovery,1,83.28,83.28,0.0,83.28,60.96,60.96,22.32
OI5605,O502989,2024-06-07,C101154,P1032,Home,Bedding,1,122.22,122.22,0.0,122.22,83.98,83.98,38.24
OI5606,O502989,2024-06-07,C101154,P1002,Electronics,Audio,1,78.72,78.72,0.0,78.72,57.07,57.07,21.65
OI5607,O502990,2024-08-18,C101155,P1001,Electronics,Mobile Accessories,3,31.45,94.35,0.0,94.35,19.28,57.84,36.51
OI5608,O502990,2024-08-18,C101155,P1012,Electronics,Mobile Accessories,1,92.18,92.18,0.0,92.18,61.31,61.31,30.87
OI5609,O502991,2025-04-29,C101155,P1005,Electronics,Audio,1,150.52,150.52,0.0,150.52,92.22,92.22,58.3
OI5610,O502991,2025-04-29,C101155,P1063,Beauty,Haircare,1,61.91,61.91,0.0,61.91,31.44,31.44,30.47
OI5611,O502991,2025-04-29,C101155,P1043,Fashion,Activewear,1,133.35,133.35,6.67,126.68,54.23,54.23,72.45
OI5612,O502992,2025-02-21,C101157,P1066,Beauty,Skincare,2,60.55,121.1,0.0,121.1,23.03,46.06,75.04
OI5613,O502993,2025-05-04,C101157,P1003,Electronics,Wearables,1,31.95,31.95,2.56,29.39,23.12,23.12,6.27
OI5614,O502994,2024-01-07,C101159,P1049,Fashion,Footwear,1,41.63,41.63,4.16,37.47,22.36,22.36,15.11
OI5615,O502995,2024-02-14,C101159,P1028,Home,Storage,2,82.38,164.76,0.0,164.76,46.79,93.58,71.18
OI5616,O502995,2024-02-14,C101159,P1043,Fashion,Activewear,1,133.71,133.71,0.0,133.71,54.23,54.23,79.48
OI5617,O502995,2024-02-14,C101159,P1048,Fashion,Activewear,2,79.04,158.08,0.0,158.08,38.33,76.66,81.42
OI5618,O502996,2024-05-31,C101159,P1038,Fashion,Footwear,1,83.65,83.65,6.69,76.96,52.04,52.04,24.92
OI5619,O502997,2024-06-09,C101159,P1039,Fashion,Basics,1,74.43,74.43,7.44,66.99,41.14,41.14,25.85
OI5620,O502997,2024-06-09,C101159,P1042,Fashion,Activewear,2,42.74,85.48,8.55,76.93,27.67,55.34,21.59
OI5621,O502997,2024-06-09,C101159,P1008,Electronics,Audio,1,110.02,110.02,11.0,99.02,81.75,81.75,17.27
OI5622,O502998,2024-09-15,C101159,P1055,Beauty,Haircare,1,43.17,43.17,5.18,37.99,18.29,18.29,19.7
OI5623,O502998,2024-09-15,C101159,P1022,Home,Kitchen,2,166.54,333.08,39.97,293.11,111.74,223.48,69.63
OI5624,O502999,2025-01-04,C101159,P1011,Electronics,Computer Accessories,1,43.86,43.86,2.19,41.67,35.51,35.51,6.16
OI5625,O503000,2025-05-25,C101159,P1079,Sports,Recovery,2,149.19,298.38,0.0,298.38,73.38,146.76,151.62
OI5626,O503000,2025-05-25,C101159,P1042,Fashion,Activewear,1,42.56,42.56,0.0,42.56,27.67,27.67,14.89
OI5627,O503000,2025-05-25,C101159,P1013,Electronics,Wearables,1,99.26,99.26,0.0,99.26,53.71,53.71,45.55
OI5628,O503001,2025-06-15,C101159,P1030,Home,Decor,1,20.66,20.66,1.03,19.63,12.23,12.23,7.4
OI5629,O503001,2025-06-15,C101159,P1068,Beauty,Skincare,1,60.46,60.46,4.84,55.62,25.09,25.09,30.53
OI5630,O503002,2024-01-01,C101160,P1044,Fashion,Footwear,1,60.55,60.55,0.0,60.55,36.21,36.21,24.34
OI5631,O503003,2024-06-10,C101160,P1032,Home,Bedding,2,120.55,241.1,24.11,216.99,83.98,167.96,49.03
OI5632,O503003,2024-06-10,C101160,P1085,Sports,Recovery,1,20.69,20.69,1.03,19.66,10.36,10.36,9.3
OI5633,O503003,2024-06-10,C101160,P1066,Beauty,Skincare,1,58.43,58.43,5.84,52.59,23.03,23.03,29.56
OI5634,O503004,2025-04-03,C101160,P1002,Electronics,Audio,1,76.43,76.43,0.0,76.43,57.07,57.07,19.36
OI5635,O503004,2025-04-03,C101160,P1038,Fashion,Footwear,1,84.69,84.69,0.0,84.69,52.04,52.04,32.65
OI5636,O503005,2024-06-06,C101161,P1048,Fashion,Activewear,1,80.65,80.65,0.0,80.65,38.33,38.33,42.32
OI5637,O503006,2024-08-27,C101161,P1038,Fashion,Footwear,1,82.98,82.98,8.3,74.68,52.04,52.04,22.64
OI5638,O503007,2025-04-22,C101161,P1030,Home,Decor,1,20.54,20.54,2.46,18.08,12.23,12.23,5.85
OI5639,O503007,2025-04-22,C101161,P1072,Sports,Outdoor,3,152.0,456.0,54.72,401.28,98.34,295.02,106.26
OI5640,O503008,2025-05-22,C101161,P1042,Fashion,Activewear,2,44.46,88.92,0.0,88.92,27.67,55.34,33.58
OI5641,O503008,2025-05-22,C101161,P1002,Electronics,Audio,1,77.64,77.64,0.0,77.64,57.07,57.07,20.57
OI5642,O503009,2024-07-07,C101162,P1035,Home,Kitchen,1,93.29,93.29,0.0,93.29,60.95,60.95,32.34
OI5643,O503010,2024-11-13,C101162,P1080,Sports,Recovery,1,27.85,27.85,2.23,25.62,18.03,18.03,7.59
OI5644,O503010,2024-11-13,C101162,P1002,Electronics,Audio,1,78.35,78.35,6.27,72.08,57.07,57.07,15.01
OI5645,O503010,2024-11-13,C101162,P1036,Home,Kitchen,1,43.25,43.25,2.16,41.09,27.15,27.15,13.94
OI5646,O503011,2025-03-04,C101162,P1084,Sports,Outdoor,2,39.67,79.34,0.0,79.34,19.16,38.32,41.02
OI5647,O503011,2025-03-04,C101162,P1054,Fashion,Activewear,1,33.69,33.69,0.0,33.69,21.8,21.8,11.89
OI5648,O503012,2024-04-30,C101164,P1075,Sports,Hydration,1,23.41,23.41,2.34,21.07,12.82,12.82,8.25
OI5649,O503013,2024-06-14,C101164,P1057,Beauty,Haircare,1,66.87,66.87,5.35,61.52,30.02,30.02,31.5
OI5650,O503013,2024-06-14,C101164,P1023,Home,Decor,1,143.8,143.8,11.5,132.3,84.41,84.41,47.89
OI5651,O503014,2024-08-30,C101164,P1043,Fashion,Activewear,1,133.44,133.44,10.68,122.76,54.23,54.23,68.53
OI5652,O503014,2024-08-30,C101164,P1051,Fashion,Activewear,2,31.03,62.06,4.96,57.1,13.97,27.94,29.16
OI5653,O503015,2024-11-23,C101164,P1013,Electronics,Wearables,1,101.07,101.07,12.13,88.94,53.71,53.71,35.23
OI5654,O503015,2024-11-23,C101164,P1019,Home,Bedding,1,121.88,121.88,14.63,107.25,66.45,66.45,40.8
OI5655,O503016,2025-06-23,C101165,P1030,Home,Decor,1,20.41,20.41,2.45,17.96,12.23,12.23,5.73
OI5656,O503017,2024-01-02,C101166,P1040,Fashion,Activewear,1,61.83,61.83,7.42,54.41,38.98,38.98,15.43
OI5657,O503018,2024-03-20,C101166,P1035,Home,Kitchen,1,93.05,93.05,9.3,83.75,60.95,60.95,22.8
OI5658,O503018,2024-03-20,C101166,P1005,Electronics,Audio,1,149.29,149.29,0.0,149.29,92.22,92.22,57.07
OI5659,O503018,2024-03-20,C101166,P1080,Sports,Recovery,1,29.09,29.09,0.0,29.09,18.03,18.03,11.06
OI5660,O503019,2024-08-01,C101166,P1006,Electronics,Computer Accessories,1,22.16,22.16,1.11,21.05,14.37,14.37,6.68
OI5661,O503019,2024-08-01,C101166,P1050,Fashion,Basics,1,42.83,42.83,0.0,42.83,22.11,22.11,20.72
OI5662,O503020,2025-01-23,C101166,P1076,Sports,Recovery,1,82.08,82.08,0.0,82.08,60.96,60.96,21.12
OI5663,O503020,2025-01-23,C101166,P1067,Beauty,Skincare,2,69.09,138.18,0.0,138.18,20.63,41.26,96.92
OI5664,O503020,2025-01-23,C101166,P1055,Beauty,Haircare,1,44.87,44.87,0.0,44.87,18.29,18.29,26.58
OI5665,O503021,2024-08-28,C101167,P1053,Fashion,Activewear,2,111.88,223.76,0.0,223.76,59.06,118.12,105.64
OI5666,O503021,2024-08-28,C101167,P1016,Electronics,Mobile Accessories,2,149.22,298.44,0.0,298.44,103.82,207.64,90.8
OI5667,O503022,2024-12-25,C101167,P1006,Electronics,Computer Accessories,1,21.94,21.94,0.0,21.94,14.37,14.37,7.57
OI5668,O503022,2024-12-25,C101167,P1080,Sports,Recovery,1,29.05,29.05,0.0,29.05,18.03,18.03,11.02
OI5669,O503023,2025-03-06,C101167,P1059,Beauty,Fragrance,1,58.64,58.64,0.0,58.64,32.04,32.04,26.6
OI5670,O503023,2025-03-06,C101167,P1065,Beauty,Tools,1,35.63,35.63,3.56,32.07,21.18,21.18,10.89
OI5671,O503024,2025-04-13,C101168,P1046,Fashion,Outerwear,1,43.86,43.86,0.0,43.86,24.22,24.22,19.64
OI5672,O503024,2025-04-13,C101168,P1082,Sports,Outdoor,1,22.08,22.08,0.0,22.08,13.3,13.3,8.78
OI5673,O503024,2025-04-13,C101168,P1054,Fashion,Activewear,2,34.35,68.7,3.44,65.26,21.8,43.6,21.66
OI5674,O503025,2024-11-07,C101170,P1055,Beauty,Haircare,1,45.2,45.2,0.0,45.2,18.29,18.29,26.91
OI5675,O503026,2024-12-07,C101170,P1040,Fashion,Activewear,1,64.11,64.11,6.41,57.7,38.98,38.98,18.72
OI5676,O503026,2024-12-07,C101170,P1009,Electronics,Wearables,2,135.21,270.42,27.04,243.38,75.62,151.24,92.14
OI5677,O503027,2024-12-24,C101170,P1085,Sports,Recovery,1,21.79,21.79,0.0,21.79,10.36,10.36,11.43
OI5678,O503027,2024-12-24,C101170,P1048,Fashion,Activewear,1,79.49,79.49,0.0,79.49,38.33,38.33,41.16
OI5679,O503027,2024-12-24,C101170,P1015,Electronics,Audio,1,142.95,142.95,7.15,135.8,107.4,107.4,28.4
OI5680,O503027,2024-12-24,C101170,P1012,Electronics,Mobile Accessories,1,88.79,88.79,0.0,88.79,61.31,61.31,27.48
OI5681,O503028,2024-10-10,C101171,P1058,Beauty,Tools,1,17.82,17.82,1.43,16.39,6.75,6.75,9.64
OI5682,O503029,2025-05-04,C101172,P1055,Beauty,Haircare,1,44.98,44.98,4.5,40.48,18.29,18.29,22.19
OI5683,O503029,2025-05-04,C101172,P1080,Sports,Recovery,1,28.61,28.61,2.86,25.75,18.03,18.03,7.72
OI5684,O503030,2025-03-30,C101173,P1069,Beauty,Tools,1,82.9,82.9,0.0,82.9,33.05,33.05,49.85
OI5685,O503030,2025-03-30,C101173,P1082,Sports,Outdoor,2,21.78,43.56,0.0,43.56,13.3,26.6,16.96
OI5686,O503030,2025-03-30,C101173,P1020,Home,Bedding,1,26.16,26.16,0.0,26.16,14.15,14.15,12.01
OI5687,O503031,2025-04-16,C101173,P1041,Fashion,Footwear,1,18.17,18.17,0.0,18.17,9.44,9.44,8.73
OI5688,O503031,2025-04-16,C101173,P1066,Beauty,Skincare,1,58.24,58.24,0.0,58.24,23.03,23.03,35.21
OI5689,O503031,2025-04-16,C101173,P1029,Home,Decor,1,128.6,128.6,0.0,128.6,80.99,80.99,47.61
OI5690,O503031,2025-04-16,C101173,P1004,Electronics,Audio,1,93.11,93.11,9.31,83.8,72.43,72.43,11.37
OI5691,O503032,2024-03-08,C101174,P1017,Electronics,Audio,1,166.06,166.06,0.0,166.06,108.89,108.89,57.17
OI5692,O503032,2024-03-08,C101174,P1002,Electronics,Audio,1,75.71,75.71,0.0,75.71,57.07,57.07,18.64
OI5693,O503033,2024-06-13,C101174,P1072,Sports,Outdoor,1,156.5,156.5,12.52,143.98,98.34,98.34,45.64
OI5694,O503033,2024-06-13,C101174,P1044,Fashion,Footwear,1,58.9,58.9,4.71,54.19,36.21,36.21,17.98
OI5695,O503034,2024-10-10,C101174,P1019,Home,Bedding,2,113.89,227.78,11.39,216.39,66.45,132.9,83.49
OI5696,O503034,2024-10-10,C101174,P1060,Beauty,Skincare,2,33.03,66.06,5.28,60.78,15.31,30.62,30.16
OI5697,O503034,2024-10-10,C101174,P1082,Sports,Outdoor,1,22.42,22.42,1.12,21.3,13.3,13.3,8.0
OI5698,O503034,2024-10-10,C101174,P1030,Home,Decor,1,20.71,20.71,1.66,19.05,12.23,12.23,6.82
OI5699,O503035,2024-12-10,C101174,P1043,Fashion,Activewear,1,136.92,136.92,0.0,136.92,54.23,54.23,82.69
OI5700,O503035,2024-12-10,C101174,P1058,Beauty,Tools,1,16.76,16.76,0.0,16.76,6.75,6.75,10.01
OI5701,O503036,2024-12-18,C101174,P1022,Home,Kitchen,2,160.44,320.88,16.04,304.84,111.74,223.48,81.36
OI5702,O503036,2024-12-18,C101174,P1049,Fashion,Footwear,2,38.58,77.16,6.17,70.99,22.36,44.72,26.27
OI5703,O503037,2025-04-20,C101174,P1002,Electronics,Audio,1,76.07,76.07,7.61,68.46,57.07,57.07,11.39
OI5704,O503038,2025-05-28,C101174,P1042,Fashion,Activewear,1,43.38,43.38,0.0,43.38,27.67,27.67,15.71
OI5705,O503038,2025-05-28,C101174,P1049,Fashion,Footwear,1,40.42,40.42,0.0,40.42,22.36,22.36,18.06
OI5706,O503038,2025-05-28,C101174,P1036,Home,Kitchen,2,44.23,88.46,0.0,88.46,27.15,54.3,34.16
OI5707,O503039,2025-06-27,C101174,P1031,Home,Kitchen,1,76.05,76.05,0.0,76.05,44.82,44.82,31.23
OI5708,O503039,2025-06-27,C101174,P1042,Fashion,Activewear,1,43.87,43.87,0.0,43.87,27.67,27.67,16.2
OI5709,O503039,2025-06-27,C101174,P1047,Fashion,Outerwear,1,39.95,39.95,0.0,39.95,18.33,18.33,21.62
OI5710,O503039,2025-06-27,C101174,P1027,Home,Storage,2,135.71,271.42,0.0,271.42,78.86,157.72,113.7
OI5711,O503040,2024-01-09,C101176,P1084,Sports,Outdoor,1,42.29,42.29,3.38,38.91,19.16,19.16,19.75
