customer_id,signup_date,acquisition_channel,preferred_device,loyalty_tier,country,state_code,state,city,region
C101620,2024-12-03,Referral,Mobile,Standard,United States,FL,Florida,Orlando,South
C101621,2024-04-24,Affiliate,Desktop,Standard,United States,CA,California,Los Angeles,West
C101622,2023-11-14,Paid Search,Mobile,Standard,United States,FL,Florida,Orlando,South
C101623,2025-02-11,Email,Mobile,Standard,United States,NY,New York,New York,Northeast
C101624,2025-01-02,Influencer,Mobile,Standard,United States,FL,Florida,Miami,South
C101625,2024-11-13,Email,Mobile,Standard,United States,TX,Texas,Houston,South
C101626,2025-02-19,Direct,Desktop,Standard,United States,TX,Texas,Dallas,South
C101627,2025-04-21,Referral,Desktop,Standard,United States,FL,Florida,Jacksonville,South
C101628,2024-07-03,Referral,Desktop,Standard,United States,CA,California,Los Angeles,West
C101629,2024-09-25,Meta Ads,Desktop,Standard,United States,CA,California,San Francisco,West
C101630,2023-09-02,Organic Search,Desktop,Silver,United States,CA,California,Los Angeles,West
C101631,2024-03-19,Direct,Mobile,Standard,United States,WA,Washington,Bellevue,West
C101632,2025-03-16,Direct,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C101633,2023-09-27,Organic Search,Desktop,Standard,United States,CA,California,San Francisco,West
C101634,2023-03-05,Email,Desktop,Silver,United States,IL,Illinois,Springfield,Midwest
C101635,2024-09-12,Paid Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101636,2024-04-19,Organic Search,Mobile,Standard,United States,MA,Massachusetts,Boston,Northeast
C101637,2024-06-15,Referral,Desktop,Standard,United States,NY,New York,Buffalo,Northeast
C101638,2023-06-23,Organic Search,Desktop,Standard,United States,FL,Florida,Miami,South
C101639,2024-05-11,Organic Search,Desktop,Standard,United States,TX,Texas,Houston,South
C101640,2025-03-18,Organic Search,Tablet,Standard,United States,CA,California,San Diego,West
C101641,2025-02-17,Meta Ads,Mobile,Standard,United States,OH,Ohio,Cleveland,Midwest
C101642,2024-12-15,Paid Search,Mobile,Standard,United States,NY,New York,New York,Northeast
C101643,2025-05-10,Organic Search,Tablet,Standard,United States,MA,Massachusetts,Boston,Northeast
C101644,2024-10-25,Meta Ads,Tablet,Standard,United States,OH,Ohio,Columbus,Midwest
C101645,2024-05-20,Meta Ads,Mobile,Standard,United States,WA,Washington,Bellevue,West
C101646,2025-02-01,Organic Search,Desktop,Standard,United States,CA,California,San Francisco,West
C101647,2023-10-11,Paid Search,Desktop,Silver,United States,CA,California,Sacramento,West
C101648,2023-12-13,Organic Search,Mobile,Silver,United States,GA,Georgia,Atlanta,South
C101649,2024-04-05,Paid Search,Tablet,Silver,United States,FL,Florida,Jacksonville,South
C101650,2023-02-04,Influencer,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C101651,2024-04-22,Paid Search,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101652,2023-12-18,Meta Ads,Desktop,Standard,United States,CA,California,San Francisco,West
C101653,2023-07-19,Organic Search,Desktop,Standard,United States,CA,California,San Francisco,West
C101654,2024-03-07,Direct,Mobile,Silver,United States,CA,California,San Diego,West
C101655,2023-04-09,Influencer,Desktop,Standard,United States,CO,Colorado,Denver,West
C101656,2024-07-28,Email,Desktop,Standard,United States,NY,New York,New York,Northeast
C101657,2025-02-24,Organic Search,Desktop,Standard,United States,TX,Texas,Houston,South
C101658,2024-11-08,Organic Search,Mobile,Standard,United States,CA,California,Sacramento,West
C101659,2025-03-18,Direct,Mobile,Standard,United States,TX,Texas,Houston,South
C101660,2023-09-09,Organic Search,Desktop,Silver,United States,IL,Illinois,Springfield,Midwest
C101661,2024-02-23,Meta Ads,Desktop,Standard,United States,NY,New York,New York,Northeast
C101662,2024-12-04,Direct,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C101663,2023-09-25,Paid Search,Mobile,Silver,United States,AZ,Arizona,Tempe,West
C101664,2024-04-09,Paid Search,Desktop,Standard,United States,TX,Texas,Austin,South
C101665,2024-01-06,Email,Desktop,Silver,United States,OR,Oregon,Salem,West
C101666,2024-07-19,Paid Search,Desktop,Standard,United States,CA,California,San Francisco,West
C101667,2024-04-23,Paid Search,Desktop,Standard,United States,CA,California,San Francisco,West
C101668,2024-11-30,Referral,Mobile,Standard,United States,NY,New York,New York,Northeast
C101669,2023-05-06,Meta Ads,Mobile,Silver,United States,FL,Florida,Orlando,South
C101670,2024-10-24,Organic Search,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C101671,2024-09-05,Affiliate,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C101672,2024-02-13,Direct,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C101673,2024-12-20,Email,Desktop,Standard,United States,GA,Georgia,Savannah,South
C101674,2025-01-13,Meta Ads,Mobile,Standard,United States,CA,California,Los Angeles,West
C101675,2025-05-06,Paid Search,Mobile,Standard,United States,CA,California,San Jose,West
C101676,2023-04-10,Influencer,Desktop,Silver,United States,MI,Michigan,Detroit,Midwest
C101677,2023-03-26,Organic Search,Mobile,Silver,United States,AZ,Arizona,Tempe,West
C101678,2025-01-15,Meta Ads,Desktop,Standard,United States,WA,Washington,Tacoma,West
C101679,2024-12-02,Referral,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101680,2023-08-06,Organic Search,Mobile,Silver,United States,NC,North Carolina,Charlotte,South
C101681,2025-04-07,Organic Search,Desktop,Standard,United States,MI,Michigan,Detroit,Midwest
C101682,2024-04-13,Referral,Desktop,Standard,United States,NY,New York,New York,Northeast
C101683,2024-04-25,Email,Tablet,Standard,United States,WA,Washington,Tacoma,West
C101684,2025-03-16,Organic Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101685,2024-09-01,Email,Desktop,Standard,United States,NY,New York,Buffalo,Northeast
C101686,2024-12-16,Paid Search,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C101687,2025-03-22,Affiliate,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C101688,2023-05-11,Email,Mobile,Standard,United States,CA,California,San Jose,West
C101689,2023-07-31,Meta Ads,Desktop,Standard,United States,CA,California,San Diego,West
C101690,2024-04-10,Organic Search,Mobile,Standard,United States,FL,Florida,Miami,South
C101691,2023-03-12,Email,Mobile,Silver,United States,CA,California,San Francisco,West
C101692,2024-03-24,Meta Ads,Mobile,Silver,United States,CA,California,Sacramento,West
C101693,2024-08-31,Paid Search,Mobile,Standard,United States,AZ,Arizona,Tempe,West
C101694,2024-11-18,Referral,Mobile,Standard,United States,NY,New York,Rochester,Northeast
C101695,2023-12-01,Paid Search,Desktop,Standard,United States,TX,Texas,Dallas,South
C101696,2025-05-08,Affiliate,Desktop,Standard,United States,CA,California,San Francisco,West
C101697,2024-03-24,Paid Search,Mobile,Silver,United States,CA,California,Los Angeles,West
C101698,2025-03-03,Direct,Tablet,Standard,United States,NY,New York,Rochester,Northeast
C101699,2024-01-26,Organic Search,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101700,2023-11-28,Organic Search,Mobile,Standard,United States,TX,Texas,Dallas,South
C101701,2024-05-05,Referral,Desktop,Standard,United States,AZ,Arizona,Tempe,West
C101702,2024-12-03,Paid Search,Desktop,Standard,United States,OH,Ohio,Cleveland,Midwest
C101703,2023-11-10,Organic Search,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C101704,2023-06-12,Organic Search,Desktop,Silver,United States,WA,Washington,Tacoma,West
C101705,2023-12-20,Direct,Mobile,Standard,United States,TX,Texas,Dallas,South
C101706,2024-06-23,Organic Search,Mobile,Standard,United States,TX,Texas,Houston,South
C101707,2023-01-09,Referral,Desktop,Standard,United States,CO,Colorado,Denver,West
C101708,2023-04-09,Organic Search,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C101709,2024-04-26,Meta Ads,Desktop,Standard,United States,FL,Florida,Orlando,South
C101710,2024-07-02,Meta Ads,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C101711,2023-05-22,Direct,Mobile,Standard,United States,TX,Texas,Dallas,South
C101712,2023-01-01,Organic Search,Mobile,Silver,United States,NY,New York,New York,Northeast
C101713,2024-12-27,Email,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C101714,2025-05-17,Email,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C101715,2023-11-21,Referral,Mobile,Silver,United States,NY,New York,Rochester,Northeast
C101716,2023-11-11,Paid Search,Mobile,Standard,United States,FL,Florida,Jacksonville,South
C101717,2023-11-12,Meta Ads,Mobile,Standard,United States,OR,Oregon,Salem,West
C101718,2024-06-01,Referral,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C101719,2025-04-04,Meta Ads,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C101720,2023-06-18,Influencer,Mobile,Standard,United States,TX,Texas,Dallas,South
C101721,2023-10-11,Organic Search,Mobile,Standard,United States,MI,Michigan,Detroit,Midwest
C101722,2023-08-05,Direct,Desktop,Silver,United States,FL,Florida,Tampa,South
C101723,2024-03-06,Affiliate,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C101724,2024-11-24,Influencer,Mobile,Standard,United States,CA,California,Los Angeles,West
C101725,2023-09-04,Referral,Mobile,Silver,United States,TX,Texas,Austin,South
C101726,2023-02-01,Organic Search,Mobile,Standard,United States,CA,California,Sacramento,West
C101727,2024-08-12,Email,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101728,2024-10-06,Direct,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C101729,2024-08-07,Paid Search,Desktop,Standard,United States,TX,Texas,Houston,South
C101730,2024-11-21,Meta Ads,Mobile,Standard,United States,AZ,Arizona,Tempe,West
C101731,2024-07-04,Organic Search,Desktop,Standard,United States,CA,California,San Jose,West
C101732,2024-03-30,Affiliate,Mobile,Silver,United States,NY,New York,Rochester,Northeast
C101733,2023-04-25,Email,Mobile,Standard,United States,OR,Oregon,Salem,West
C101734,2024-11-08,Meta Ads,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C101735,2024-02-19,Referral,Mobile,Silver,United States,CA,California,Los Angeles,West
C101736,2023-02-02,Direct,Desktop,Silver,United States,FL,Florida,Jacksonville,South
C101737,2023-12-02,Meta Ads,Mobile,Silver,United States,FL,Florida,Jacksonville,South
C101738,2024-07-30,Organic Search,Mobile,Standard,United States,OR,Oregon,Portland,West
C101739,2024-05-07,Influencer,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101740,2025-05-23,Email,Tablet,Standard,United States,FL,Florida,Orlando,South
C101741,2023-09-04,Organic Search,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C101742,2025-02-14,Organic Search,Desktop,Standard,United States,CA,California,Sacramento,West
C101743,2024-06-21,Organic Search,Desktop,Standard,United States,NY,New York,Buffalo,Northeast
C101744,2025-03-01,Organic Search,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C101745,2024-08-15,Organic Search,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C101746,2024-08-22,Affiliate,Mobile,Standard,United States,CA,California,San Jose,West
C101747,2024-07-24,Paid Search,Desktop,Standard,United States,IL,Illinois,Chicago,Midwest
C101748,2023-05-03,Organic Search,Mobile,Standard,United States,GA,Georgia,Savannah,South
C101749,2025-02-26,Paid Search,Tablet,Standard,United States,IL,Illinois,Springfield,Midwest
C101750,2023-08-24,Direct,Mobile,Silver,United States,AZ,Arizona,Phoenix,West
C101751,2024-07-01,Direct,Desktop,Standard,United States,NC,North Carolina,Charlotte,South
C101752,2024-04-10,Affiliate,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C101753,2025-05-28,Paid Search,Mobile,Standard,United States,TX,Texas,Dallas,South
C101754,2024-02-07,Affiliate,Mobile,Silver,United States,TX,Texas,Houston,South
C101755,2024-02-22,Direct,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C101756,2023-04-14,Direct,Desktop,Standard,United States,CA,California,Sacramento,West
C101757,2024-07-12,Meta Ads,Desktop,Standard,United States,FL,Florida,Miami,South
C101758,2025-05-15,Direct,Mobile,Standard,United States,FL,Florida,Tampa,South
C101759,2023-03-22,Paid Search,Mobile,Silver,United States,GA,Georgia,Atlanta,South
C101760,2025-04-24,Direct,Desktop,Standard,United States,CA,California,San Francisco,West
C101761,2023-11-18,Organic Search,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C101762,2025-04-06,Meta Ads,Mobile,Standard,United States,CA,California,Sacramento,West
C101763,2023-04-22,Paid Search,Desktop,Standard,United States,IL,Illinois,Chicago,Midwest
C101764,2023-11-02,Influencer,Desktop,Silver,United States,AZ,Arizona,Phoenix,West
C101765,2023-06-18,Email,Mobile,Standard,United States,CA,California,Los Angeles,West
C101766,2024-12-22,Direct,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C101767,2024-03-23,Organic Search,Mobile,Silver,United States,TX,Texas,Austin,South
C101768,2023-10-19,Affiliate,Tablet,Standard,United States,TX,Texas,Dallas,South
C101769,2023-10-27,Organic Search,Mobile,Silver,United States,NY,New York,Rochester,Northeast
C101770,2023-04-11,Paid Search,Mobile,Standard,United States,WA,Washington,Seattle,West
C101771,2023-08-27,Organic Search,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C101772,2024-11-19,Affiliate,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C101773,2025-03-26,Paid Search,Mobile,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C101774,2023-12-01,Paid Search,Tablet,Standard,United States,AZ,Arizona,Tempe,West
C101775,2024-05-09,Influencer,Mobile,Standard,United States,CA,California,Sacramento,West
C101776,2024-10-17,Direct,Mobile,Standard,United States,CA,California,Los Angeles,West
C101777,2023-08-23,Organic Search,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C101778,2025-04-17,Influencer,Desktop,Standard,United States,OR,Oregon,Portland,West
C101779,2024-06-04,Email,Desktop,Standard,United States,TX,Texas,Dallas,South
C101780,2023-12-20,Organic Search,Desktop,Standard,United States,FL,Florida,Tampa,South
C101781,2024-02-25,Referral,Desktop,Silver,United States,IL,Illinois,Chicago,Midwest
C101782,2025-01-02,Paid Search,Mobile,Standard,United States,CA,California,Sacramento,West
C101783,2023-01-22,Direct,Mobile,Standard,United States,TX,Texas,San Antonio,South
C101784,2024-07-28,Meta Ads,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C101785,2024-09-05,Paid Search,Desktop,Standard,United States,AZ,Arizona,Tempe,West
C101786,2025-01-07,Organic Search,Mobile,Standard,United States,CA,California,Los Angeles,West
C101787,2025-03-23,Email,Mobile,Standard,United States,TX,Texas,Houston,South
C101788,2024-06-25,Paid Search,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C101789,2023-01-08,Direct,Desktop,Standard,United States,NY,New York,Rochester,Northeast
C101790,2025-05-05,Affiliate,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C101791,2023-09-30,Referral,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C101792,2025-03-20,Organic Search,Mobile,Standard,United States,FL,Florida,Tampa,South
C101793,2023-07-26,Organic Search,Desktop,Silver,United States,CA,California,Los Angeles,West
C101794,2023-05-05,Email,Desktop,Standard,United States,NY,New York,Buffalo,Northeast
C101795,2025-03-28,Meta Ads,Tablet,Standard,United States,AZ,Arizona,Tempe,West
C101796,2023-11-25,Email,Mobile,Silver,United States,FL,Florida,Tampa,South
C101797,2024-08-09,Organic Search,Mobile,Standard,United States,TX,Texas,Austin,South
C101798,2024-11-02,Organic Search,Mobile,Standard,United States,NY,New York,New York,Northeast
C101799,2025-01-16,Organic Search,Desktop,Standard,United States,WA,Washington,Seattle,West
C101800,2024-03-27,Organic Search,Desktop,Standard,United States,OH,Ohio,Cleveland,Midwest
C101801,2025-04-19,Affiliate,Desktop,Standard,United States,TX,Texas,Dallas,South
C101802,2025-03-13,Direct,Desktop,Standard,United States,CA,California,Sacramento,West
C101803,2023-10-30,Email,Tablet,Standard,United States,TX,Texas,Dallas,South
C101804,2023-08-13,Referral,Mobile,Silver,United States,TX,Texas,Dallas,South
C101805,2023-06-04,Direct,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C101806,2023-01-31,Organic Search,Tablet,Standard,United States,AZ,Arizona,Tempe,West
C101807,2024-05-06,Affiliate,Desktop,Standard,United States,OR,Oregon,Salem,West
C101808,2024-09-21,Direct,Mobile,Standard,United States,TX,Texas,Dallas,South
C101809,2025-04-13,Organic Search,Mobile,Standard,United States,NY,New York,New York,Northeast
C101810,2023-12-19,Paid Search,Mobile,Silver,United States,OH,Ohio,Cleveland,Midwest
C101811,2024-06-19,Referral,Desktop,Standard,United States,CA,California,San Francisco,West
C101812,2024-11-09,Organic Search,Mobile,Standard,United States,NY,New York,Rochester,Northeast
C101813,2024-01-23,Organic Search,Mobile,Standard,United States,MA,Massachusetts,Boston,Northeast
C101814,2024-04-26,Email,Desktop,Standard,United States,TX,Texas,San Antonio,South
C101815,2025-01-12,Direct,Mobile,Standard,United States,TX,Texas,Austin,South
C101816,2024-05-23,Organic Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101817,2024-06-08,Organic Search,Desktop,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C101818,2025-03-01,Organic Search,Desktop,Standard,United States,FL,Florida,Jacksonville,South
C101819,2024-07-07,Referral,Desktop,Standard,United States,NY,New York,New York,Northeast
C101820,2024-01-10,Organic Search,Mobile,Standard,United States,GA,Georgia,Savannah,South
C101821,2024-12-14,Affiliate,Desktop,Standard,United States,CA,California,San Francisco,West
C101822,2023-06-27,Affiliate,Desktop,Standard,United States,TX,Texas,Houston,South
C101823,2024-04-08,Email,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101824,2023-05-31,Direct,Mobile,Silver,United States,CA,California,Sacramento,West
C101825,2024-05-25,Paid Search,Mobile,Standard,United States,CA,California,Los Angeles,West
C101826,2024-07-29,Paid Search,Mobile,Standard,United States,CA,California,San Jose,West
C101827,2023-01-02,Email,Tablet,Silver,United States,CO,Colorado,Denver,West
C101828,2024-12-23,Affiliate,Mobile,Standard,United States,GA,Georgia,Savannah,South
C101829,2025-05-21,Direct,Desktop,Standard,United States,NC,North Carolina,Charlotte,South
C101830,2023-01-30,Paid Search,Desktop,Silver,United States,IL,Illinois,Springfield,Midwest
C101831,2023-07-10,Influencer,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C101832,2024-10-12,Affiliate,Tablet,Standard,United States,NY,New York,Buffalo,Northeast
C101833,2024-01-16,Organic Search,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C101834,2023-09-21,Meta Ads,Mobile,Silver,United States,MI,Michigan,Detroit,Midwest
C101835,2023-08-14,Paid Search,Mobile,Standard,United States,FL,Florida,Miami,South
C101836,2024-12-09,Direct,Desktop,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C101837,2024-10-07,Affiliate,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101838,2024-10-06,Email,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C101839,2023-03-27,Meta Ads,Mobile,Silver,United States,TX,Texas,Austin,South
C101840,2023-02-05,Direct,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C101841,2024-10-18,Meta Ads,Desktop,Standard,United States,OR,Oregon,Portland,West
C101842,2024-02-20,Email,Mobile,Standard,United States,CA,California,San Francisco,West
C101843,2024-07-12,Organic Search,Desktop,Standard,United States,FL,Florida,Jacksonville,South
C101844,2024-12-14,Meta Ads,Desktop,Standard,United States,CA,California,San Francisco,West
C101845,2024-01-07,Affiliate,Mobile,Standard,United States,MI,Michigan,Detroit,Midwest
C101846,2025-02-15,Direct,Mobile,Standard,United States,CA,California,Los Angeles,West
C101847,2023-03-14,Referral,Tablet,Standard,United States,IL,Illinois,Chicago,Midwest
C101848,2023-08-17,Paid Search,Mobile,Standard,United States,FL,Florida,Tampa,South
C101849,2023-01-19,Organic Search,Mobile,Silver,United States,NY,New York,Rochester,Northeast
C101850,2024-04-13,Paid Search,Desktop,Standard,United States,AZ,Arizona,Tempe,West
C101851,2023-04-23,Paid Search,Mobile,Silver,United States,FL,Florida,Miami,South
C101852,2024-09-28,Paid Search,Mobile,Standard,United States,FL,Florida,Miami,South
C101853,2025-01-02,Paid Search,Desktop,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C101854,2024-09-17,Paid Search,Mobile,Standard,United States,CA,California,Los Angeles,West
C101855,2024-03-01,Affiliate,Desktop,Silver,United States,TX,Texas,Austin,South
C101856,2023-02-12,Influencer,Tablet,Standard,United States,CA,California,San Francisco,West
C101857,2025-05-18,Organic Search,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C101858,2024-07-23,Direct,Desktop,Standard,United States,FL,Florida,Miami,South
C101859,2023-01-19,Affiliate,Desktop,Standard,United States,WA,Washington,Tacoma,West
C101860,2024-08-22,Paid Search,Mobile,Standard,United States,CA,California,Los Angeles,West
C101861,2024-05-02,Organic Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101862,2024-05-13,Paid Search,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C101863,2023-12-28,Paid Search,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C101864,2024-07-13,Email,Mobile,Standard,United States,TX,Texas,Austin,South
C101865,2023-03-21,Direct,Desktop,Silver,United States,WA,Washington,Seattle,West
C101866,2023-04-13,Organic Search,Desktop,Silver,United States,CA,California,Sacramento,West
C101867,2023-10-03,Referral,Mobile,Standard,United States,NY,New York,Rochester,Northeast
C101868,2023-08-22,Referral,Mobile,Silver,United States,MA,Massachusetts,Cambridge,Northeast
C101869,2024-08-08,Email,Desktop,Standard,United States,CA,California,Los Angeles,West
C101870,2025-01-29,Paid Search,Desktop,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101871,2023-09-26,Referral,Tablet,Silver,United States,IL,Illinois,Chicago,Midwest
C101872,2024-04-11,Paid Search,Desktop,Standard,United States,GA,Georgia,Savannah,South
C101873,2023-11-09,Email,Mobile,Silver,United States,CA,California,Los Angeles,West
C101874,2024-12-31,Direct,Mobile,Standard,United States,CO,Colorado,Denver,West
C101875,2024-10-26,Affiliate,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C101876,2023-12-03,Influencer,Mobile,Silver,United States,TX,Texas,San Antonio,South
C101877,2023-09-24,Paid Search,Desktop,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C101878,2023-12-08,Organic Search,Desktop,Standard,United States,TX,Texas,Houston,South
C101879,2024-07-27,Referral,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C101880,2025-02-24,Direct,Tablet,Standard,United States,MI,Michigan,Detroit,Midwest
C101881,2024-10-01,Email,Desktop,Standard,United States,WA,Washington,Bellevue,West
C101882,2024-10-10,Paid Search,Tablet,Standard,United States,GA,Georgia,Savannah,South
C101883,2023-09-12,Paid Search,Desktop,Standard,United States,OH,Ohio,Cleveland,Midwest
C101884,2023-11-16,Meta Ads,Mobile,Silver,United States,CA,California,Sacramento,West
C101885,2025-02-12,Organic Search,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C101886,2023-05-16,Direct,Mobile,Silver,United States,MA,Massachusetts,Cambridge,Northeast
C101887,2023-02-05,Organic Search,Tablet,Standard,United States,CA,California,San Diego,West
C101888,2023-10-26,Organic Search,Mobile,Standard,United States,TX,Texas,Houston,South
C101889,2023-06-09,Organic Search,Tablet,Silver,United States,FL,Florida,Jacksonville,South
C101890,2024-05-29,Influencer,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C101891,2025-03-13,Meta Ads,Tablet,Standard,United States,CA,California,Sacramento,West
C101892,2024-04-17,Meta Ads,Mobile,Standard,United States,GA,Georgia,Savannah,South
C101893,2023-11-21,Email,Mobile,Silver,United States,IL,Illinois,Springfield,Midwest
C101894,2023-07-29,Meta Ads,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C101895,2023-02-09,Organic Search,Mobile,Silver,United States,TX,Texas,Austin,South
C101896,2023-10-13,Influencer,Mobile,Silver,United States,FL,Florida,Orlando,South
C101897,2024-05-02,Paid Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101898,2025-03-22,Email,Mobile,Standard,United States,FL,Florida,Orlando,South
C101899,2024-06-24,Direct,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C101900,2025-03-05,Meta Ads,Mobile,Standard,United States,FL,Florida,Jacksonville,South
C101901,2023-08-22,Paid Search,Desktop,Standard,United States,WA,Washington,Bellevue,West
C101902,2023-09-28,Paid Search,Mobile,Silver,United States,CA,California,San Francisco,West
C101903,2024-01-01,Influencer,Desktop,Silver,United States,NC,North Carolina,Charlotte,South
C101904,2024-12-22,Paid Search,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C101905,2025-05-26,Organic Search,Desktop,Standard,United States,MI,Michigan,Detroit,Midwest
C101906,2024-03-16,Direct,Mobile,Silver,United States,NJ,New Jersey,Newark,Northeast
C101907,2023-12-02,Direct,Mobile,Standard,United States,FL,Florida,Tampa,South
C101908,2023-02-23,Paid Search,Mobile,Standard,United States,AZ,Arizona,Tempe,West
C101909,2025-02-15,Paid Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101910,2023-01-10,Affiliate,Mobile,Standard,United States,CA,California,San Jose,West
C101911,2025-02-17,Paid Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101912,2024-02-29,Organic Search,Mobile,Standard,United States,CA,California,San Diego,West
C101913,2023-08-07,Organic Search,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C101914,2024-07-07,Organic Search,Desktop,Standard,United States,IL,Illinois,Chicago,Midwest
C101915,2025-03-02,Direct,Mobile,Standard,United States,FL,Florida,Miami,South
C101916,2023-10-20,Affiliate,Mobile,Silver,United States,OH,Ohio,Columbus,Midwest
C101917,2023-09-29,Meta Ads,Mobile,Standard,United States,CO,Colorado,Denver,West
C101918,2023-07-29,Meta Ads,Mobile,Silver,United States,GA,Georgia,Savannah,South
C101919,2023-09-14,Referral,Desktop,Silver,United States,NY,New York,Buffalo,Northeast
C101920,2023-08-14,Organic Search,Mobile,Silver,United States,OH,Ohio,Columbus,Midwest
C101921,2024-02-05,Affiliate,Mobile,Silver,United States,IL,Illinois,Springfield,Midwest
C101922,2023-03-27,Influencer,Mobile,Silver,United States,OH,Ohio,Cleveland,Midwest
C101923,2023-10-05,Direct,Tablet,Silver,United States,CA,California,San Jose,West
C101924,2023-05-23,Organic Search,Desktop,Silver,United States,NJ,New Jersey,Newark,Northeast
C101925,2023-10-13,Affiliate,Desktop,Silver,United States,TX,Texas,Dallas,South
C101926,2023-09-19,Paid Search,Tablet,Standard,United States,WA,Washington,Bellevue,West
C101927,2023-02-02,Paid Search,Desktop,Standard,United States,MA,Massachusetts,Boston,Northeast
C101928,2024-07-13,Direct,Desktop,Standard,United States,NC,North Carolina,Raleigh,South
C101929,2025-02-21,Organic Search,Mobile,Standard,United States,WA,Washington,Tacoma,West
C101930,2024-09-23,Meta Ads,Desktop,Standard,United States,OH,Ohio,Cleveland,Midwest
C101931,2024-05-22,Organic Search,Desktop,Standard,United States,MI,Michigan,Detroit,Midwest
C101932,2023-09-06,Meta Ads,Desktop,Standard,United States,CO,Colorado,Denver,West
C101933,2025-01-28,Meta Ads,Desktop,Standard,United States,CO,Colorado,Boulder,West
C101934,2024-10-09,Meta Ads,Tablet,Standard,United States,WA,Washington,Bellevue,West
C101935,2023-02-11,Meta Ads,Desktop,Standard,United States,CA,California,Los Angeles,West
C101936,2023-03-01,Organic Search,Desktop,Silver,United States,CA,California,San Francisco,West
