order_id,order_date,ship_date,delivery_date,customer_id,region,state,city,sales_channel,payment_method,shipping_type,coupon_code,order_status,is_first_order,customer_order_number,order_gross_sales,item_discount_amount,coupon_discount_amount,order_net_sales,shipping_fee,tax_amount,order_total,order_cogs,order_gross_profit
O503953,2025-01-05,2025-01-06,2025-01-08,C101546,West,California,Sacramento,Mobile App,Credit Card,Express,NEWYEAR10,Delivered,False,2,121.18,9.69,0.0,111.49,6.0,9.05,126.54,66.45,45.04
O503954,2024-09-14,2024-09-16,2024-09-18,C101547,West,California,San Francisco,Mobile App,Credit Card,Standard,BF2024,Delivered,True,1,327.09,32.71,14.72,279.66,0.0,18.99,298.65,227.45,52.21
O503955,2025-03-13,2025-03-15,2025-03-18,C101547,West,California,San Francisco,Website,Apple Pay,Standard,,Delivered,False,2,375.35,0.0,0.0,375.35,0.0,34.69,410.04,199.46,175.89
O503956,2024-12-25,2024-12-26,2024-12-29,C101550,West,California,San Jose,Mobile App,Credit Card,Standard,,Delivered,True,1,54.69,0.0,0.0,54.69,5.99,4.12,64.8,20.47,34.22
O503957,2024-11-14,2024-11-16,2024-11-22,C101552,West,California,San Francisco,Mobile App,PayPal,Standard,BF2024,Delivered,True,1,83.68,8.37,0.0,75.31,5.99,6.45,87.75,44.51,30.8
O503958,2024-11-26,2024-11-29,2024-12-02,C101552,West,California,San Francisco,Website,Credit Card,Standard,SUMMER10,Delivered,False,2,76.16,5.1,0.0,71.06,5.99,5.17,82.22,41.39,29.67
O503959,2024-12-26,2024-12-27,2024-12-30,C101552,West,California,San Francisco,Website,Credit Card,Standard,NEWYEAR10,Delivered,False,3,426.69,32.07,11.84,382.78,0.0,24.99,407.77,260.6,122.18
O503960,2025-06-03,2025-06-05,2025-06-11,C101552,West,California,San Francisco,Website,Apple Pay,Standard,SPRING15,Delivered,False,4,121.51,9.72,0.0,111.79,0.0,10.04,121.83,83.98,27.81
O503961,2024-12-31,2025-01-02,2025-01-05,C101553,West,Arizona,Phoenix,Marketplace,Buy Now Pay Later,Standard,VIP20,Delivered,True,1,157.6,18.91,4.16,134.53,0.0,10.6,145.13,98.34,36.19
O503962,2025-05-30,2025-05-31,2025-06-03,C101553,West,Arizona,Phoenix,Website,Apple Pay,Express,NEWYEAR10,Delivered,False,2,154.04,15.4,4.16,134.48,6.0,10.7,151.18,103.82,30.66
O503963,2024-02-22,2024-02-24,2024-02-26,C101554,South,Florida,Jacksonville,Mobile App,Credit Card,Standard,VIP20,Delivered,True,1,187.05,22.45,4.94,159.66,0.0,11.79,171.45,123.79,35.87
O503964,2024-03-07,2024-03-08,2024-03-14,C101554,South,Florida,Jacksonville,Mobile App,Buy Now Pay Later,Express,VIP20,Delivered,False,2,196.7,23.6,5.19,167.91,6.0,15.65,189.56,112.0,55.91
O503965,2024-07-23,2024-07-24,2024-07-27,C101554,South,Florida,Jacksonville,Marketplace,PayPal,Standard,SPRING15,Delivered,False,3,181.56,14.53,5.01,162.02,0.0,11.57,173.59,101.19,60.83
O503966,2024-08-22,2024-08-25,2024-08-27,C101554,South,Florida,Jacksonville,Website,Credit Card,Standard,FREESHIP,Delivered,False,4,92.04,0.0,0.0,92.04,0.0,8.06,100.1,61.57,30.47
O503967,2024-10-05,2024-10-08,2024-10-11,C101554,South,Florida,Jacksonville,Website,Credit Card,Standard,NEWYEAR10,Delivered,False,5,152.8,14.0,0.0,138.8,0.0,12.77,151.57,87.33,51.47
O503968,2025-05-19,2025-05-20,2025-05-25,C101554,South,Florida,Jacksonville,Website,Apple Pay,Standard,BF2024,Delivered,False,6,369.59,36.96,16.63,316.0,0.0,18.98,334.98,208.79,107.21
O503969,2024-02-29,2024-03-02,2024-03-04,C101555,Midwest,Illinois,Chicago,Website,Google Pay,Standard,,Delivered,True,1,177.81,0.0,0.0,177.81,0.0,16.49,194.3,103.02,74.79
O503970,2024-11-04,2024-11-07,2024-11-13,C101555,Midwest,Illinois,Chicago,Website,Credit Card,Standard,VIP20,Delivered,False,2,136.22,16.35,0.0,119.87,0.0,8.99,128.86,69.05,50.82
O503971,2024-11-24,2024-11-26,2024-11-29,C101555,Midwest,Illinois,Chicago,Website,Credit Card,Standard,FREESHIP,Delivered,False,3,222.28,0.0,0.0,222.28,0.0,14.95,237.23,143.42,78.86
O503972,2025-02-26,2025-03-01,2025-03-04,C101556,Northeast,New Jersey,Jersey City,Marketplace,Credit Card,Standard,,Delivered,True,1,325.83,0.0,0.0,325.83,0.0,21.21,347.04,190.22,135.61
O503973,2025-03-05,2025-03-06,2025-03-11,C101556,Northeast,New Jersey,Jersey City,Website,Credit Card,Standard,,Delivered,False,2,55.71,0.0,0.0,55.71,5.99,3.55,65.25,32.31,23.4
O503974,2025-05-25,2025-05-27,2025-05-31,C101556,Northeast,New Jersey,Jersey City,Marketplace,Apple Pay,Standard,VIP20,Delivered,False,3,18.38,2.21,0.49,15.68,5.99,1.33,23.0,10.77,4.91
O503975,2024-01-14,2024-01-18,2024-01-23,C101557,West,California,Los Angeles,Website,PayPal,Same Day,NEWYEAR10,Delivered,True,1,42.13,3.37,1.94,36.82,18.99,3.0,58.81,21.82,15.0
O503976,2024-01-29,2024-01-31,2024-02-04,C101557,West,California,Los Angeles,Marketplace,Credit Card,Express,,Delivered,False,2,221.4,16.4,0.0,205.0,6.0,19.0,230.0,133.98,71.02
O503977,2025-06-26,2025-06-28,2025-07-02,C101557,West,California,Los Angeles,Marketplace,Credit Card,Standard,SPRING15,Delivered,False,3,507.23,40.58,14.0,452.65,0.0,26.89,479.54,364.7,87.95
O503978,2024-06-14,2024-06-16,2024-06-19,C101558,West,California,San Jose,Marketplace,Apple Pay,Standard,SPRING15,Delivered,True,1,260.53,20.84,0.0,239.69,0.0,13.74,253.43,167.18,72.51
O503979,2024-12-13,,,C101558,West,California,San Jose,Mobile App,Credit Card,Standard,,Cancelled,False,2,306.72,0.0,0.0,0.0,0.0,0.0,0.0,162.45,0.0
O503980,2024-12-25,2024-12-29,2025-01-01,C101558,West,California,San Jose,Mobile App,Apple Pay,Express,SPRING15,Delivered,False,3,225.19,18.02,10.36,196.81,6.0,18.36,221.17,136.58,60.23
O503981,2025-02-14,2025-02-15,2025-02-17,C101558,West,California,San Jose,Website,Credit Card,Standard,,Delivered,False,4,72.58,0.0,0.0,72.58,5.99,5.5,84.07,42.36,30.22
O503982,2024-01-14,2024-01-15,2024-01-18,C101559,South,Texas,Dallas,Website,Apple Pay,Standard,,Delivered,True,1,502.09,4.11,0.0,497.98,0.0,43.09,541.07,326.64,171.34
O503983,2024-05-09,2024-05-12,2024-05-14,C101559,South,Texas,Dallas,Website,PayPal,Standard,NEWYEAR10,Delivered,False,2,620.95,35.62,17.56,567.77,0.0,52.68,620.45,453.33,114.44
O503984,2024-06-29,2024-06-30,2024-07-04,C101559,South,Texas,Dallas,Marketplace,Buy Now Pay Later,Express,VIP20,Delivered,False,3,24.2,2.9,0.0,21.3,11.99,1.53,34.82,12.28,9.02
O503985,2024-12-18,2024-12-20,2024-12-23,C101559,South,Texas,Dallas,Mobile App,Google Pay,Same Day,,Delivered,False,4,81.93,0.0,0.0,81.93,18.99,7.3,108.22,42.45,39.48
O503986,2024-12-29,2024-12-31,2025-01-03,C101559,South,Texas,Dallas,Website,Credit Card,Standard,VIP20,Delivered,False,5,357.33,42.88,9.43,305.02,0.0,28.74,333.76,216.27,88.75
O503987,2025-04-09,2025-04-12,2025-04-17,C101559,South,Texas,Dallas,Mobile App,Buy Now Pay Later,Standard,NEWYEAR10,Delivered,False,6,191.01,16.95,0.0,174.06,0.0,13.75,187.81,83.83,90.23
O503988,2024-08-20,2024-08-22,2024-08-27,C101560,South,Florida,Orlando,Website,Credit Card,Standard,SPRING15,Delivered,True,1,102.92,8.79,4.71,89.42,5.99,6.3,101.71,58.97,30.45
O503989,2024-12-02,2024-12-03,2024-12-05,C101560,South,Florida,Orlando,Marketplace,Credit Card,Standard,FREESHIP,Delivered,False,2,164.4,0.0,0.0,164.4,0.0,14.89,179.29,76.66,87.74
O503990,2024-12-20,2024-12-22,2024-12-25,C101560,South,Florida,Orlando,Website,PayPal,Express,,Delivered,False,3,624.81,1.78,0.0,623.03,6.0,47.33,676.36,407.58,215.45
O503991,2025-01-09,2025-01-10,2025-01-14,C101560,South,Florida,Orlando,Marketplace,Credit Card,Standard,,Delivered,False,4,35.7,0.0,0.0,35.7,5.99,2.26,43.95,18.88,16.82
O503992,2025-05-14,2025-05-16,2025-05-19,C101560,South,Florida,Orlando,Website,Credit Card,Standard,SUMMER10,Delivered,False,5,291.49,29.15,7.87,254.47,0.0,17.93,272.4,151.29,103.18
O503993,2024-02-18,2024-02-21,2024-02-24,C101561,West,California,San Francisco,Mobile App,PayPal,Standard,,Delivered,True,1,449.93,14.48,0.0,435.45,0.0,40.39,475.84,280.56,154.89
O503994,2024-02-25,2024-02-28,2024-03-03,C101561,West,California,San Francisco,Website,PayPal,Express,NEWYEAR10,Delivered,False,2,92.1,4.6,2.62,84.88,11.99,5.32,102.19,61.31,23.57
O503995,2024-11-04,2024-11-05,2024-11-08,C101561,West,California,San Francisco,Marketplace,PayPal,Standard,FREESHIP,Delivered,False,3,158.2,0.0,0.0,158.2,0.0,14.82,173.02,83.73,74.47
O503996,2024-11-22,2024-11-25,2024-11-28,C101561,West,California,San Francisco,Website,PayPal,Express,WELCOME10,Delivered,False,4,236.52,18.92,6.53,211.07,6.0,18.07,235.14,150.61,60.46
O503997,2024-12-27,2024-12-28,2025-01-01,C101562,South,Texas,Austin,Website,Credit Card,Standard,,Delivered,True,1,219.89,5.73,0.0,214.16,0.0,13.81,227.97,135.76,78.4
O503998,2024-07-14,,,C101564,West,California,Los Angeles,Website,Credit Card,Same Day,NEWYEAR10,Cancelled,True,1,43.26,2.16,1.23,0.0,0.0,0.0,0.0,30.54,0.0
O503999,2025-04-08,2025-04-11,2025-04-13,C101565,West,Arizona,Phoenix,Website,Credit Card,Standard,BF2024,Delivered,True,1,139.13,13.91,0.0,125.22,0.0,7.63,132.85,69.53,55.69
O504000,2024-12-14,2024-12-16,2024-12-21,C101566,South,Georgia,Savannah,Marketplace,Credit Card,Standard,NEWYEAR10,Delivered,True,1,281.64,23.91,7.73,250.0,0.0,20.52,270.52,135.55,114.45
O504001,2025-02-21,2025-02-25,2025-03-01,C101566,South,Georgia,Savannah,Mobile App,Credit Card,Standard,,Delivered,False,2,198.28,4.41,0.0,193.87,0.0,15.12,208.99,104.78,89.09
O504002,2025-01-07,2025-01-11,2025-01-16,C101567,South,Georgia,Savannah,Mobile App,Credit Card,Standard,SPRING15,Delivered,True,1,254.41,17.16,7.12,230.13,0.0,15.51,245.64,166.46,63.67
O504003,2025-02-02,2025-02-04,2025-02-07,C101567,South,Georgia,Savannah,Website,Credit Card,Express,,Delivered,False,2,100.07,0.0,0.0,100.07,6.0,6.15,112.22,53.71,46.36
O504004,2025-04-12,2025-04-16,2025-04-21,C101567,South,Georgia,Savannah,Website,Apple Pay,Standard,,Delivered,False,3,81.38,0.0,0.0,81.38,5.99,6.41,93.78,33.05,48.33
O504005,2025-05-18,2025-05-21,2025-05-24,C101567,South,Georgia,Savannah,Website,Credit Card,Standard,SPRING15,Delivered,False,4,132.58,8.95,0.0,123.63,0.0,7.14,130.77,68.53,55.1
O504006,2024-01-12,2024-01-14,2024-01-17,C101568,Midwest,Ohio,Cleveland,Website,PayPal,Same Day,NEWYEAR10,Delivered,True,1,526.85,31.38,24.77,470.7,13.0,26.96,510.66,358.67,112.03
O504007,2024-07-12,2024-07-14,2024-07-18,C101568,Midwest,Ohio,Cleveland,Mobile App,Credit Card,Standard,,Delivered,False,2,120.13,0.0,0.0,120.13,0.0,11.17,131.3,64.06,56.07
O504008,2025-03-06,2025-03-09,2025-03-11,C101568,Midwest,Ohio,Cleveland,Website,PayPal,Express,SUMMER10,Delivered,False,3,121.56,9.72,0.0,111.84,6.0,9.98,127.82,77.96,33.88
O504009,2025-05-28,2025-05-30,2025-06-02,C101568,Midwest,Ohio,Cleveland,Website,Credit Card,Standard,VIP20,Delivered,False,4,351.08,42.12,15.45,293.51,0.0,26.35,319.86,173.17,120.34
O504010,2024-11-19,2024-11-20,2024-11-24,C101570,South,Texas,San Antonio,Website,Credit Card,Express,NEWYEAR10,Delivered,True,1,115.8,9.26,5.33,101.21,6.0,5.97,113.18,74.53,26.68
O504011,2025-04-27,2025-04-30,2025-05-03,C101570,South,Texas,San Antonio,Website,Google Pay,Standard,,Delivered,False,2,35.0,0.0,0.0,35.0,5.99,2.77,43.76,13.5,21.5
O504012,2024-07-22,2024-07-23,2024-07-28,C101571,Midwest,Illinois,Chicago,Website,Credit Card,Standard,SUMMER10,Delivered,True,1,166.46,8.32,0.0,158.14,0.0,14.28,172.42,111.74,46.4
O504013,2025-05-17,2025-05-19,2025-05-22,C101571,Midwest,Illinois,Chicago,Mobile App,Credit Card,Express,VIP20,Delivered,False,2,49.64,5.96,1.31,42.37,11.99,3.73,58.09,24.56,17.81
O504014,2025-05-01,2025-05-05,2025-05-10,C101572,Northeast,New Jersey,Newark,Website,Credit Card,Same Day,BF2024,Delivered,True,1,170.6,17.06,0.0,153.54,13.0,11.23,177.77,106.34,47.2
O504015,2025-01-16,2025-01-17,2025-01-22,C101573,South,Texas,Houston,Marketplace,Google Pay,Express,,Delivered,True,1,169.14,0.0,0.0,169.14,6.0,15.72,190.86,66.1,103.04
O504016,2025-05-30,2025-05-31,2025-06-03,C101573,South,Texas,Houston,Website,Credit Card,Express,,Delivered,False,2,44.4,0.0,0.0,44.4,11.99,3.47,59.86,27.67,16.73
O504017,2024-12-23,2024-12-26,2024-12-30,C101575,West,Washington,Bellevue,Mobile App,Credit Card,Standard,VIP20,Delivered,True,1,122.15,14.66,5.37,102.12,0.0,8.5,110.62,66.45,35.67
O504018,2024-04-24,2024-04-27,2024-04-30,C101576,West,Arizona,Phoenix,Marketplace,Apple Pay,Standard,,Delivered,True,1,89.05,0.0,0.0,89.05,5.99,5.17,100.21,61.31,27.74
O504019,2024-06-17,2024-06-19,2024-06-24,C101576,West,Arizona,Phoenix,Website,Credit Card,Standard,,Delivered,False,2,197.33,0.0,0.0,197.33,0.0,18.44,215.77,104.86,92.47
O504020,2024-10-25,2024-10-26,2024-11-01,C101576,West,Arizona,Phoenix,Mobile App,Credit Card,Express,,Delivered,False,3,154.8,0.0,0.0,154.8,6.0,13.26,174.06,103.82,50.98
O504021,2024-12-13,2024-12-15,2024-12-19,C101576,West,Arizona,Phoenix,Mobile App,Credit Card,Express,,Delivered,False,4,473.64,0.0,0.0,473.64,6.0,37.26,516.9,295.02,178.62
O504022,2024-02-16,2024-02-17,2024-02-20,C101577,South,Texas,Austin,Mobile App,Credit Card,Same Day,SUMMER10,Delivered,True,1,192.32,18.65,0.0,173.67,13.0,12.9,199.57,111.61,62.06
O504023,2024-09-11,2024-09-13,2024-09-16,C101577,South,Texas,Austin,Marketplace,Buy Now Pay Later,Standard,SUMMER10,Delivered,False,2,88.73,7.1,4.08,77.55,5.99,7.21,90.75,72.43,5.12
O504024,2024-12-14,2024-12-17,2024-12-21,C101577,South,Texas,Austin,Website,Credit Card,Standard,VIP20,Delivered,False,3,76.96,9.24,0.0,67.72,5.99,5.53,79.24,36.66,31.06
O504025,2024-12-28,2024-12-31,2025-01-03,C101577,South,Texas,Austin,Website,Buy Now Pay Later,Standard,,Delivered,False,4,157.84,7.89,0.0,149.95,0.0,11.87,161.82,103.82,46.13
O504026,2025-02-06,2025-02-08,2025-02-12,C101578,South,Texas,San Antonio,Mobile App,Buy Now Pay Later,Standard,,Delivered,True,1,147.86,0.0,0.0,147.86,0.0,11.28,159.14,82.28,65.58
O504027,2025-02-28,2025-03-02,2025-03-07,C101578,South,Texas,San Antonio,Website,Credit Card,Express,WELCOME10,Delivered,False,2,53.69,4.3,1.48,47.91,11.99,4.3,64.2,25.06,22.85
O504028,2025-03-14,2025-03-16,2025-03-22,C101578,South,Texas,San Antonio,Website,PayPal,Express,NEWYEAR10,Delivered,False,3,255.68,22.56,11.66,221.46,6.0,17.1,244.56,173.97,47.49
O504029,2024-05-29,2024-05-31,2024-06-04,C101579,South,North Carolina,Charlotte,Mobile App,Credit Card,Standard,WELCOME10,Delivered,True,1,444.07,37.58,12.19,394.3,0.0,34.54,428.84,287.85,106.45
O504030,2025-05-21,2025-05-23,2025-05-25,C101579,South,North Carolina,Charlotte,Marketplace,Credit Card,Standard,VIP20,Delivered,False,2,96.29,11.55,0.0,84.74,5.99,4.84,95.57,53.71,31.03
O504031,2024-04-21,2024-04-24,2024-04-27,C101580,South,North Carolina,Raleigh,Mobile App,Credit Card,Standard,,Delivered,True,1,392.34,0.0,0.0,392.34,0.0,33.69,426.03,162.69,229.65
O504032,2024-08-31,2024-09-01,2024-09-06,C101580,South,North Carolina,Raleigh,Marketplace,PayPal,Standard,,Delivered,False,2,588.37,13.89,0.0,574.48,0.0,38.72,613.2,284.68,289.8
O504033,2025-04-26,2025-04-27,2025-05-01,C101580,South,North Carolina,Raleigh,Website,Credit Card,Standard,BF2024,Delivered,False,3,119.33,11.93,3.22,104.18,0.0,7.82,112.0,74.92,29.26
O504034,2024-09-29,2024-10-02,2024-10-05,C101581,South,Texas,Dallas,Mobile App,Credit Card,Express,FREESHIP,Delivered,True,1,136.51,4.66,0.0,131.85,6.0,11.84,149.69,95.24,36.61
O504035,2025-01-02,2025-01-05,2025-01-07,C101581,South,Texas,Dallas,Website,Credit Card,Express,NEWYEAR10,Delivered,False,2,351.02,25.14,0.0,325.88,6.0,26.12,358.0,192.41,133.47
O504036,2025-05-17,2025-05-21,2025-05-25,C101582,South,North Carolina,Raleigh,Website,Credit Card,Express,WELCOME10,Delivered,True,1,76.59,3.83,2.18,70.58,11.99,5.04,87.61,57.07,13.51
O504037,2024-02-17,2024-02-19,2024-02-24,C101583,West,Oregon,Portland,Website,Credit Card,Standard,,Delivered,True,1,185.7,0.0,0.0,185.7,0.0,11.71,197.41,116.94,68.76
O504038,2024-04-20,2024-04-22,2024-04-25,C101583,West,Oregon,Portland,Mobile App,Apple Pay,Standard,NEWYEAR10,Delivered,False,2,140.85,11.27,3.89,125.69,0.0,9.81,135.5,75.62,50.07
O504039,2024-11-04,2024-11-05,2024-11-07,C101583,West,Oregon,Portland,Website,Credit Card,Standard,FREESHIP,Delivered,False,3,121.87,0.0,0.0,121.87,0.0,9.52,131.39,65.12,56.75
O504040,2025-04-28,2025-05-01,2025-05-04,C101584,Northeast,New York,Rochester,Website,Apple Pay,Standard,,Delivered,True,1,104.43,0.0,0.0,104.43,0.0,8.29,112.72,50.6,53.83
O504041,2025-06-21,2025-06-24,2025-06-26,C101584,Northeast,New York,Rochester,Website,Credit Card,Standard,SPRING15,Delivered,False,2,68.32,6.32,1.86,60.14,5.99,3.72,69.85,38.37,21.77
O504042,2024-08-14,2024-08-15,2024-08-20,C101585,Midwest,Illinois,Chicago,Website,Credit Card,Express,SPRING15,Delivered,True,1,218.76,20.28,5.95,192.53,6.0,14.33,212.86,111.3,81.23
O504043,2024-09-27,2024-09-30,2024-10-03,C101585,Midwest,Illinois,Chicago,Website,Apple Pay,Standard,,Delivered,False,2,327.98,1.15,0.0,326.83,0.0,24.58,351.41,212.15,114.68
O504044,2024-12-06,2024-12-08,2024-12-13,C101585,Midwest,Illinois,Chicago,Website,Credit Card,Same Day,FREESHIP,Delivered,False,3,60.15,0.0,0.0,60.15,13.0,4.62,77.77,37.27,22.88
O504045,2024-06-02,2024-06-03,2024-06-07,C101586,Midwest,Illinois,Chicago,Mobile App,Credit Card,Standard,VIP20,Delivered,True,1,208.83,25.05,5.51,178.27,0.0,16.5,194.77,133.74,44.53
O504046,2024-08-27,2024-08-28,2024-08-30,C101587,West,California,Los Angeles,Website,Credit Card,Standard,NEWYEAR10,Delivered,True,1,57.42,5.74,2.58,49.1,5.99,3.78,58.87,36.06,13.04
O504047,2024-12-12,2024-12-16,2024-12-18,C101587,West,California,Los Angeles,Website,Credit Card,Standard,FREESHIP,Delivered,False,2,136.54,0.0,0.0,136.54,0.0,9.58,146.12,75.62,60.92
O504048,2024-10-06,2024-10-09,2024-10-11,C101588,South,Georgia,Savannah,Mobile App,PayPal,Standard,NEWYEAR10,Delivered,True,1,80.03,8.0,2.16,69.87,5.99,6.58,82.44,38.33,31.54
O504049,2024-08-24,2024-08-26,2024-09-01,C101589,Northeast,New Jersey,Jersey City,Marketplace,Credit Card,Standard,BF2024,Delivered,True,1,76.96,7.7,2.08,67.18,5.99,5.13,78.3,44.72,22.46
O504050,2024-09-19,2024-09-21,2024-09-24,C101589,Northeast,New Jersey,Jersey City,Website,Credit Card,Express,,Delivered,False,2,21.83,0.0,0.0,21.83,11.99,1.74,35.56,10.36,11.47
O504051,2024-11-04,2024-11-07,2024-11-12,C101589,Northeast,New Jersey,Jersey City,Website,Credit Card,Standard,,Delivered,False,3,112.28,0.0,0.0,112.28,0.0,8.72,121.0,56.61,55.67
O504052,2024-12-02,2024-12-05,2024-12-09,C101589,Northeast,New Jersey,Jersey City,Website,Credit Card,Same Day,,Delivered,False,4,59.72,0.0,0.0,59.72,18.99,4.07,82.78,36.21,23.51
O504053,2025-03-31,2025-04-02,2025-04-08,C101589,Northeast,New Jersey,Jersey City,Mobile App,Credit Card,Standard,,Delivered,False,5,319.46,22.56,0.0,296.9,0.0,24.53,321.43,190.55,106.35
O504054,2024-08-22,2024-08-26,2024-08-28,C101591,South,Texas,Austin,Website,Credit Card,Standard,,Delivered,True,1,91.18,9.12,0.0,82.06,5.99,4.59,92.64,71.02,11.04
O504055,2024-04-22,2024-04-24,2024-04-28,C101592,Northeast,New Jersey,Newark,Mobile App,Credit Card,Standard,NEWYEAR10,Delivered,True,1,120.89,12.09,3.26,105.54,0.0,7.74,113.28,64.49,41.05
O504056,2024-07-05,2024-07-08,2024-07-10,C101592,Northeast,New Jersey,Newark,Marketplace,PayPal,Standard,BF2024,Delivered,False,2,62.43,6.24,1.69,54.5,5.99,3.15,63.64,30.02,24.48
O504057,2024-07-17,2024-07-18,2024-07-21,C101592,Northeast,New Jersey,Newark,Website,Apple Pay,Standard,NEWYEAR10,Delivered,False,3,101.63,5.08,0.0,96.55,5.99,6.29,108.83,73.21,23.34
O504058,2025-02-06,2025-02-08,2025-02-10,C101592,Northeast,New Jersey,Newark,Marketplace,Credit Card,Standard,SPRING15,Delivered,False,4,121.2,6.06,0.0,115.14,0.0,7.95,123.09,66.45,48.69
O504059,2024-10-02,2024-10-04,2024-10-10,C101593,Midwest,Ohio,Cleveland,Website,PayPal,Standard,FREESHIP,Delivered,True,1,61.27,0.0,0.0,61.27,0.0,5.61,66.88,41.12,20.15
O504060,2024-12-28,2024-12-30,2025-01-03,C101593,Midwest,Ohio,Cleveland,Website,Apple Pay,Express,SPRING15,Delivered,False,2,125.58,10.05,3.47,112.06,6.0,9.38,127.44,82.24,29.82
O504061,2025-03-15,2025-03-16,2025-03-20,C101593,Midwest,Ohio,Cleveland,Mobile App,Buy Now Pay Later,Standard,VIP20,Delivered,False,3,190.78,22.89,0.0,167.89,0.0,14.68,182.57,123.14,44.75
O504062,2024-01-02,2024-01-05,2024-01-07,C101594,South,Florida,Jacksonville,Marketplace,Credit Card,Express,,Delivered,True,1,72.85,0.0,0.0,72.85,11.99,4.45,89.29,42.25,30.6
O504063,2024-08-28,2024-08-29,2024-09-02,C101594,South,Florida,Jacksonville,Marketplace,Credit Card,Same Day,SPRING15,Delivered,False,2,490.26,39.22,13.53,437.51,13.0,27.83,478.34,335.22,102.29
O504064,2025-01-01,2025-01-05,2025-01-08,C101594,South,Florida,Jacksonville,Website,Credit Card,Standard,,Delivered,False,3,200.2,0.0,0.0,200.2,0.0,15.29,215.49,111.83,88.37
O504065,2025-04-07,2025-04-11,2025-04-14,C101594,South,Florida,Jacksonville,Website,Buy Now Pay Later,Standard,,Delivered,False,4,89.71,0.0,0.0,89.71,5.99,6.36,102.06,46.36,43.35
O504066,2025-05-07,2025-05-10,2025-05-13,C101594,South,Florida,Jacksonville,Website,Credit Card,Standard,NEWYEAR10,Delivered,False,5,59.5,5.95,0.0,53.55,5.99,4.07,63.61,38.98,14.57
O504067,2025-05-16,2025-05-19,2025-05-21,C101594,South,Florida,Jacksonville,Mobile App,Credit Card,Express,,Delivered,False,6,356.5,0.0,0.0,356.5,6.0,22.94,385.44,203.36,153.14
O504068,2025-05-19,2025-05-21,2025-05-24,C101594,South,Florida,Jacksonville,Mobile App,PayPal,Standard,BF2024,Delivered,False,7,414.84,41.48,0.0,373.36,0.0,22.23,395.59,226.1,147.26
O504069,2024-10-05,2024-10-07,2024-10-12,C101595,West,California,Los Angeles,Website,Credit Card,Express,,Delivered,True,1,214.29,0.0,0.0,214.29,6.0,19.62,239.91,112.02,102.27
O504070,2024-12-16,2024-12-18,2024-12-22,C101595,West,California,Los Angeles,Website,Google Pay,Express,NEWYEAR10,Delivered,False,2,90.0,6.4,4.18,79.42,11.99,5.33,96.74,45.59,33.83
O504071,2024-01-28,2024-01-29,2024-02-01,C101596,South,Florida,Miami,Mobile App,Credit Card,Express,,Delivered,True,1,312.8,6.06,0.0,306.74,6.0,25.58,338.32,211.01,95.73
O504072,2024-10-10,2024-10-12,2024-10-16,C101596,South,Florida,Miami,Website,Buy Now Pay Later,Standard,SUMMER10,Delivered,False,2,281.3,28.13,0.0,253.17,0.0,21.53,274.7,139.06,114.11
O504073,2024-11-03,2024-11-04,2024-11-09,C101596,South,Florida,Miami,Mobile App,Credit Card,Standard,FREESHIP,Delivered,False,3,33.21,0.0,0.0,33.21,0.0,2.56,35.77,21.95,11.26
O504074,2025-02-25,2025-02-26,2025-03-03,C101596,South,Florida,Miami,Mobile App,Credit Card,Standard,,Delivered,False,4,42.1,0.0,0.0,42.1,5.99,2.37,50.46,21.82,20.28
O504075,2025-06-12,2025-06-14,2025-06-19,C101596,South,Florida,Miami,Website,Credit Card,Standard,,Delivered,False,5,119.44,0.0,0.0,119.44,0.0,7.6,127.04,46.06,73.38
O504076,2025-06-14,2025-06-17,2025-06-19,C101596,South,Florida,Miami,Website,Credit Card,Express,,Delivered,False,6,113.73,0.0,0.0,113.73,6.0,10.07,129.8,59.06,54.67
O504077,2024-01-24,2024-01-25,2024-01-29,C101597,West,Oregon,Portland,Website,PayPal,Standard,,Delivered,True,1,172.85,0.0,0.0,172.85,0.0,14.91,187.76,83.72,89.13
O504078,2024-02-07,2024-02-10,2024-02-14,C101597,West,Oregon,Portland,Marketplace,PayPal,Express,NEWYEAR10,Delivered,False,2,38.11,3.05,1.05,34.01,11.99,2.82,48.82,24.03,9.98
O504079,2024-11-21,2024-11-23,2024-11-27,C101597,West,Oregon,Portland,Marketplace,Credit Card,Standard,BF2024,Delivered,False,3,528.19,52.82,0.0,475.37,0.0,40.43,515.8,338.11,137.26
O504080,2024-09-25,2024-09-29,2024-10-04,C101598,West,Colorado,Boulder,Website,Credit Card,Standard,VIP20,Delivered,True,1,164.88,19.79,7.25,137.84,0.0,12.64,150.48,118.56,19.28
O504081,2024-10-22,2024-10-23,2024-10-26,C101598,West,Colorado,Boulder,Marketplace,PayPal,Same Day,NEWYEAR10,Delivered,False,2,397.13,25.81,0.0,371.32,13.0,27.87,412.19,232.79,138.53
O504082,2024-12-25,2024-12-28,2024-12-30,C101598,West,Colorado,Boulder,Website,Credit Card,Standard,BF2024,Delivered,False,3,365.39,36.54,16.44,312.41,0.0,18.57,330.98,235.7,76.71
O504083,2025-04-30,2025-05-01,2025-05-05,C101598,West,Colorado,Boulder,Marketplace,PayPal,Standard,,Delivered,False,4,169.82,0.0,0.0,169.82,0.0,12.35,182.17,95.1,74.72
